participant_id,mode,timestamp,attention_score,action,low_streak
P001,adaptive,68.27,0.83,Continue,0
P001,adaptive,68.43,0.87,Continue,0
P001,adaptive,68.6,0.84,Continue,0
P001,adaptive,68.76,0.81,Continue,0
P001,adaptive,68.93,0.83,Continue,0
P001,adaptive,69.08,0.81,Continue,0
P001,adaptive,69.24,0.82,Continue,0
P001,adaptive,69.41,0.83,Continue,0
P001,adaptive,69.58,0.84,Continue,0
P001,adaptive,69.74,0.84,Continue,0
P001,adaptive,69.89,0.87,Continue,0
P001,adaptive,70.05,0.88,Continue,0
P001,adaptive,70.21,0.84,Continue,0
P001,adaptive,70.36,0.84,Continue,0
P001,adaptive,70.51,0.83,Continue,0
P001,adaptive,70.67,0.86,Continue,0
P001,adaptive,70.83,0.86,Continue,0
P001,adaptive,71.0,0.86,Continue,0
P001,adaptive,71.16,0.87,Continue,0
P001,adaptive,71.31,0.82,Continue,0
P001,adaptive,71.47,0.83,Continue,0
P001,adaptive,71.62,0.85,Continue,0
P001,adaptive,71.78,0.85,Continue,0
P001,adaptive,71.94,0.8,Continue,0
P001,adaptive,72.11,0.84,Continue,0
P001,adaptive,72.26,0.83,Continue,0
P001,adaptive,72.42,0.82,Continue,0
P001,adaptive,72.58,0.8,Continue,0
P001,adaptive,72.75,0.79,Continue,0
P001,adaptive,72.9,0.84,Continue,0
P001,adaptive,73.06,0.82,Continue,0
P001,adaptive,73.22,0.83,Continue,0
P001,adaptive,73.37,0.85,Continue,0
P001,adaptive,73.53,0.82,Continue,0
P001,adaptive,73.69,0.86,Continue,0
P001,adaptive,73.86,0.82,Continue,0
P001,adaptive,74.03,0.84,Continue,0
P001,adaptive,74.19,0.83,Continue,0
P001,adaptive,74.35,0.83,Continue,0
P001,adaptive,74.51,0.82,Continue,0
P001,adaptive,74.68,0.81,Continue,0
P001,adaptive,74.84,0.8,Continue,0
P001,adaptive,74.99,0.77,Continue,0
P001,adaptive,75.15,0.86,Continue,0
P001,adaptive,75.32,0.91,Continue,0
P001,adaptive,75.49,0.82,Continue,0
P001,adaptive,75.66,0.75,Continue,0
P001,adaptive,75.82,0.77,Continue,0
P001,adaptive,75.98,0.7,Continue,0
P001,adaptive,76.13,0.84,Continue,0
P001,adaptive,76.28,0.87,Continue,0
P001,adaptive,76.44,0.84,Continue,0
P001,adaptive,76.6,0.83,Continue,0
P001,adaptive,76.76,0.84,Continue,0
P001,adaptive,76.91,0.85,Continue,0
P001,adaptive,77.06,0.9,Continue,0
P001,adaptive,77.22,0.84,Continue,0
P001,adaptive,77.37,0.84,Continue,0
P001,adaptive,77.86,0.89,Continue,0
P001,adaptive,78.03,0.87,Continue,0
P001,adaptive,78.19,0.85,Continue,0
P001,adaptive,78.35,0.81,Continue,0
P001,adaptive,78.51,0.85,Continue,0
P001,adaptive,78.67,0.89,Continue,0
P001,adaptive,78.82,0.86,Continue,0
P001,adaptive,78.98,0.85,Continue,0
P001,adaptive,79.14,0.84,Continue,0
P001,adaptive,79.31,0.86,Continue,0
P001,adaptive,79.48,0.87,Continue,0
P001,adaptive,79.63,0.87,Continue,0
P001,adaptive,79.78,0.81,Continue,0
P001,adaptive,79.95,0.83,Continue,0
P001,adaptive,80.11,0.84,Continue,0
P001,adaptive,80.27,0.81,Continue,0
P001,adaptive,80.44,0.85,Continue,0
P001,adaptive,80.59,0.83,Continue,0
P001,adaptive,80.75,0.83,Continue,0
P001,adaptive,80.91,0.84,Continue,0
P001,adaptive,81.07,0.79,Continue,0
P001,adaptive,81.23,0.83,Continue,0
P001,adaptive,81.39,0.87,Continue,0
P001,adaptive,81.54,0.83,Continue,0
P001,adaptive,81.7,0.82,Continue,0
P001,adaptive,81.86,0.79,Continue,0
P001,adaptive,82.02,0.74,Continue,0
P001,adaptive,82.18,0.72,Continue,0
P001,adaptive,82.34,0.79,Continue,0
P001,adaptive,82.5,0.84,Continue,0
P001,adaptive,82.65,0.8,Continue,0
P001,adaptive,82.8,0.78,Continue,0
P001,adaptive,82.96,0.82,Continue,0
P001,adaptive,83.12,0.88,Continue,0
P001,adaptive,83.27,0.86,Continue,0
P001,adaptive,83.43,0.74,Continue,0
P001,adaptive,83.57,0.85,Continue,0
P001,adaptive,83.74,0.75,Continue,0
P001,adaptive,83.91,0.86,Continue,0
P001,adaptive,84.08,0.8,Continue,0
P001,adaptive,84.25,0.81,Continue,0
P001,adaptive,84.41,0.86,Continue,0
P001,adaptive,84.56,0.91,Continue,0
P001,adaptive,84.72,0.92,Continue,0
P001,adaptive,84.88,0.96,Continue,0
P001,adaptive,85.03,0.88,Continue,0
P001,adaptive,85.19,0.91,Continue,0
P001,adaptive,85.34,0.92,Continue,0
P001,adaptive,85.5,0.79,Continue,0
P001,adaptive,85.66,0.95,Continue,0
P001,adaptive,85.82,0.9,Continue,0
P001,adaptive,85.97,0.91,Continue,0
P001,adaptive,86.13,0.87,Continue,0
P001,adaptive,86.29,0.88,Continue,0
P001,adaptive,86.44,0.89,Continue,0
P001,adaptive,86.61,0.83,Continue,0
P001,adaptive,86.77,0.81,Continue,0
P001,adaptive,86.93,0.79,Continue,0
P001,adaptive,87.09,0.85,Continue,0
P001,adaptive,87.25,0.82,Continue,0
P001,adaptive,87.4,0.73,Continue,0
P001,adaptive,87.56,0.71,Continue,0
P001,adaptive,87.72,0.8,Continue,0
P001,adaptive,87.87,0.68,Continue,0
P001,adaptive,88.03,0.73,Continue,0
P001,adaptive,88.19,0.78,Continue,0
P001,adaptive,88.35,0.85,Continue,0
P001,adaptive,88.51,0.86,Continue,0
P001,adaptive,88.66,0.84,Continue,0
P001,adaptive,88.82,0.87,Continue,0
P001,adaptive,88.98,0.81,Continue,0
P001,adaptive,89.14,0.84,Continue,0
P001,adaptive,89.29,0.85,Continue,0
P001,adaptive,89.44,0.83,Continue,0
P001,adaptive,89.6,0.78,Continue,0
P001,adaptive,89.76,0.77,Continue,0
P001,adaptive,89.91,0.74,Continue,0
P001,adaptive,90.06,0.84,Continue,0
P001,adaptive,90.23,0.77,Continue,0
P001,adaptive,90.38,0.84,Continue,0
P001,adaptive,90.55,0.84,Continue,0
P001,adaptive,90.7,0.85,Continue,0
P001,adaptive,90.86,0.83,Continue,0
P001,adaptive,91.01,0.8,Continue,0
P001,adaptive,91.18,0.81,Continue,0
P001,adaptive,91.35,0.84,Continue,0
P001,adaptive,91.5,0.82,Continue,0
P001,adaptive,91.66,0.79,Continue,0
P001,adaptive,91.81,0.83,Continue,0
P001,adaptive,91.97,0.85,Continue,0
P001,adaptive,92.13,0.81,Continue,0
P001,adaptive,92.3,0.84,Continue,0
P001,adaptive,92.45,0.88,Continue,0
P001,adaptive,92.95,0.81,Continue,0
P001,adaptive,93.11,0.8,Continue,0
P001,adaptive,93.26,0.78,Continue,0
P001,adaptive,93.42,0.75,Continue,0
P001,adaptive,93.58,0.77,Continue,0
P001,adaptive,93.74,0.88,Continue,0
P001,adaptive,93.89,0.8,Continue,0
P001,adaptive,94.05,0.76,Continue,0
P001,adaptive,94.2,0.75,Continue,0
P001,adaptive,94.36,0.8,Continue,0
P001,adaptive,94.52,0.86,Continue,0
P001,adaptive,94.68,0.87,Continue,0
P001,adaptive,94.83,0.86,Continue,0
P001,adaptive,95.0,0.84,Continue,0
P001,adaptive,95.16,0.85,Continue,0
P001,adaptive,95.33,0.84,Continue,0
P001,adaptive,95.5,0.85,Continue,0
